created_datetime,dataset,geometry,id,location.adminArea1,location.adminArea1Type,location.adminArea3,location.adminArea3Type,location.adminArea4,location.adminArea4Type,location.adminArea5,location.adminArea5Type,location.displayLatLng.lat,location.displayLatLng.lng,location.dragPoint,location.geocodeQuality,location.geocodeQualityCode,location.latLng.lat,location.latLng.lng,location.linkId,location.mapUrl,location.postalCode,location.sideOfStreet,location.street,location.type,location_type,reason,submission_sets.support.length,submission_sets.support.url,submitter,submitter.avatar_url,submitter.id,submitter.name,submitter.username,submitter_name,updated_datetime,url,user_token,visible
2014-10-29T03:21:11.720488+00:00,568,POINT (-73.8513420000000025 40.8503469999999993),267277,US,Country,NY,State,Bronx County,County,New York City,City,40.85057,-73.851175,False,ADDRESS,L1AAA,40.850347,-73.851342,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.85034722013871,-73.85134220123291,0,0|&center=40.85034722013871,-73.85134220123291&zoom=15&rand=1063755709",10461,N,1141 Morris Park Avenue,s,suggestion,"Important destination, major intersection.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267277/support,,,,,,Nick,2014-10-29T03:21:11.770670+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267277,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:20:21.361937+00:00,568,POINT (-73.8324379999999962 40.8470080000000024),267276,US,Country,NY,State,Bronx County,County,New York City,City,40.847198,-73.83257,False,ADDRESS,L1AAA,40.847008,-73.832438,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.847007602602545,-73.83243799209595,0,0|&center=40.847007602602545,-73.83243799209595&zoom=15&rand=533309569",10461,N,1801 Edison Avenue,s,suggestion,6 train overhead.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267276/support,,,,,,Nick,2014-10-29T03:20:21.391016+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267276,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:20:18.909401+00:00,568,POINT (-73.9685869999999994 40.6730220000000031),267275,US,Country,NY,State,Kings County,County,New York City,City,40.672775,-73.968348,False,ADDRESS,L1AAA,40.673022,-73.968587,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.673022048222585,-73.9685869216919,0,0|&center=40.673022048222585,-73.9685869216919&zoom=15&rand=2073936111",11238,N,Eastern Parkway,s,suggestion,"Grand Army Plaza gives amazing access to Prospect Park, Park Slope and South Brooklyn in general. We definitely would appreciate Citibike stations in the neighborhood!",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267275/support,,,,,,Jeff,2014-10-29T03:20:18.953334+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267275,session:15174bc13c8b46daecbd37d196f4290b,True
2014-10-29T03:19:19.683355+00:00,568,POINT (-73.8466640000000041 40.8367440000000030),267270,US,Country,NY,State,Bronx County,County,New York City,City,40.836496,-73.846506,False,ADDRESS,L1AAA,40.836744,-73.846664,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.8367442252363,-73.84666442871094,0,0|&center=40.8367442252363,-73.84666442871094&zoom=15&rand=573800149",10462,N,2368 Westchester Avenue,s,suggestion,"6 train overhead, dense area.",,,,,,,,Nick,2014-10-29T03:19:19.710925+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267270,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:18:21.855139+00:00,568,POINT (-73.9347989999999982 40.7537980000000033),267265,US,Country,NY,State,Queens County,County,New York City,City,40.753794,-73.934711,False,ADDRESS,L1AAA,40.753798,-73.934799,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.75379775034375,-73.93479913473129,0,0|&center=40.75379775034375,-73.93479913473129&zoom=15&rand=-105358281",11101,N,28-11 39th Avenue,s,suggestion,There are many hotels around here. Tourists would make a station here lucrative and connect them to the rest of NYC. It is also near 2 bike lanes leading to the bridge.,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267265/support,,,,,,SimCity Expert,2014-10-29T03:18:21.886054+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267265,session:e629a5a5c34224bff7af9ea58317dc96,True
2014-10-29T03:17:49.123181+00:00,568,POINT (-73.9204569999999990 40.8537520000000001),267259,US,Country,NY,State,Bronx County,County,New York City,City,40.853614,-73.920429,False,ADDRESS,L1AAA,40.853752,-73.920457,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.85375159015658,-73.92045736312866,0,0|&center=40.85375159015658,-73.92045736312866&zoom=15&rand=1423756442",10453,N,300 West Tremont Avenue,s,suggestion,Metro North @ Morris Heights.,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267259/support,,,,,,Nick,2014-10-29T03:17:49.156993+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267259,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:16:52.216810+00:00,568,POINT (-73.9091920000000044 40.8625720000000001),267246,US,Country,NY,State,Bronx County,County,New York City,City,40.862267,-73.909488,False,ADDRESS,L1AAA,40.862572,-73.909192,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.862572111697816,-73.90919208526611,0,0|&center=40.862572111697816,-73.90919208526611&zoom=15&rand=-158574578",10468,N,206 West Fordham Road,s,suggestion,"Busy area, dense, important destination.",,,,,,,,Nick,2014-10-29T03:16:52.280641+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267246,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:15:08.865479+00:00,568,POINT (-73.8715550000000007 40.8786600000000035),267236,US,Country,NY,State,Bronx County,County,New York City,City,40.878457,-73.871435,False,ADDRESS,L1AAA,40.87866,-73.871555,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.87866024890461,-73.87155532836914,0,0|&center=40.87866024890461,-73.87155532836914&zoom=15&rand=946854985",10467,N,3490 Webster Avenue,s,suggestion,"Metro North Stop, busy area.",,,,,,,,Nick,2014-10-29T03:15:08.903760+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267236,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:13:46.096997+00:00,568,POINT (-73.8671779999999956 40.8714280000000016),267219,US,Country,NY,State,Bronx County,County,New York City,City,40.871678,-73.867439,False,ADDRESS,L1AAA,40.871428,-73.867178,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.87142796689727,-73.86717796325684,0,0|&center=40.87142796689727,-73.86717796325684&zoom=15&rand=-1508752058",10467,N,3201 White Plains Road,s,suggestion,"2 train overhead. Busy, dense area.",,,,,,,,Nick,2014-10-29T03:13:46.146235+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267219,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:12:54.669940+00:00,568,POINT (-73.9518929999999983 40.8180309999999977),267200,US,Country,NY,State,New York County,County,New York City,City,40.817692,-73.952494,False,ADDRESS,L1AAA,40.818031,-73.951893,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.818031488917164,-73.9518928527832,0,0|&center=40.818031488917164,-73.9518928527832&zoom=15&rand=1437518746",10031,N,499 West 133rd Street,s,suggestion,There are hundreds (thousands) of students from all over Manhattan and at least three other boroughs. ,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267200/support,,,,,,David Tillyer,2014-10-29T03:12:54.761391+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267200,session:bfb736a4ee6bd75b1421dfe95eb96214,True
2014-10-29T03:10:57.426351+00:00,568,POINT (-73.9684259999999938 40.6916209999999978),267186,US,Country,NY,State,Kings County,County,New York City,City,40.691768,-73.96803,False,ADDRESS,L1AAA,40.691621,-73.968426,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.69162107498688,-73.968425989151,0,0|&center=40.69162107498688,-73.968425989151&zoom=15&rand=1602530052",11205,N,209 Clinton Avenue,s,suggestion,"There's a collection of coop buildings right here, eight of them 15 stories high, full of young urban professionals who would love to have quick and easy access to the bikes, as well as two colleges just south of the location.",2,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267186/support,,,,,,Chris Stuart,2014-10-29T03:10:57.460504+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267186,session:d9b4633b549f5ddb27bbb5bd0b8d5cbf,True
2014-10-29T03:10:23.173865+00:00,568,POINT (-73.9627129999999937 40.7939980000000020),267184,US,Country,NY,State,New York County,County,New York City,City,40.793782,-73.962637,False,ADDRESS,L1AAA,40.793998,-73.962713,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.793997567734415,-73.96271288394928,0,0|&center=40.793997567734415,-73.96271288394928&zoom=15&rand=1350349312",10025,N,Central Park West 100th Approach,s,suggestion,Close to my home and great to go around central park,3,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267184/support,,,,,,Matthias,2014-10-29T03:10:23.221074+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267184,session:5c51ed83cfe3301d130aef5b4474d7d5,True
2014-10-29T03:08:48.275302+00:00,568,POINT (-73.9251459999999980 40.8179459999999992),267182,US,Country,NY,State,Bronx County,County,New York City,City,40.817277,-73.922327,False,ADDRESS,L1AAA,40.817946,-73.925146,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81794623443576,-73.9251458644867,0,0|&center=40.81794623443576,-73.9251458644867&zoom=15&rand=-1417980845",10455,N,East 149th Street,s,suggestion,"Extremely busy area, could supplement stations on both Grand Concourse and Morris Ave.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267182/support,,,,,,Nick,2014-10-29T03:08:48.306907+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267182,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:08:10.469921+00:00,568,POINT (-73.9423135257000013 40.6695102161000008),267180,US,Country,NY,State,Kings County,County,New York City,City,40.669909,-73.942492,False,ADDRESS,L1AAA,40.66951,-73.942314,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.669510216090764,-73.94231352565839,0,0|&center=40.669510216090764,-73.94231352565839&zoom=15&rand=-1685274061",11213,N,781 Eastern Parkway,s,suggestion,"Across the street from the subway, away from the synagogue that could get very crowded. ",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267180/support,,http://pbs.twimg.com/profile_images/378800000490285935/9d3fbae9f39ab867fdd7a72f12618047_bigger.jpeg,1714,Shmuli Evers,Shmuli,,2014-10-29T03:08:10.488698+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267180,user:1714,True
2014-10-29T03:07:03.873124+00:00,568,POINT (-73.9090418816000039 40.8132448890999981),267178,US,Country,NY,State,Bronx County,County,New York City,City,40.813075,-73.909008,False,ADDRESS,L1AAA,40.813245,-73.909042,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81324488914374,-73.90904188156128,0,0|&center=40.81324488914374,-73.90904188156128&zoom=15&rand=458146737",10455,N,718 East 149th Street,s,suggestion,"Busy corner, dense area.",,,,,,,,Nick,2014-10-29T03:07:03.918017+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267178,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:06:01.881968+00:00,568,POINT (-73.9166589999999957 40.8120150000000024),267173,US,Country,NY,State,Bronx County,County,New York City,City,40.812096,-73.916909,False,ADDRESS,L1AAA,40.812015,-73.916659,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.812014689398644,-73.91665935516357,0,0|&center=40.812014689398644,-73.91665935516357&zoom=15&rand=-80794527",10454,N,425 Brook Avenue,s,suggestion,"Dense area, a lot of people coming and going.",,,,,,,,Nick,2014-10-29T03:06:01.923071+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267173,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:06:01.181903+00:00,568,POINT (-73.9492209999999943 40.7964950000000002),267172,US,Country,NY,State,New York County,County,New York City,City,40.796806,-73.949096,False,ADDRESS,L1AAA,40.796495,-73.949221,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.79649516190119,-73.94922137260437,0,0|&center=40.79649516190119,-73.94922137260437&zoom=15&rand=-1630163023",10035,N,5th Avenue,s,suggestion,,1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267172/support,,,,,,Ester,2014-10-29T03:06:01.220325+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267172,session:8e3cdfdcd692529e6c490dad95624415,True
2014-10-29T03:04:06.420444+00:00,568,POINT (-73.9228389999999962 40.8131679999999974),267164,US,Country,NY,State,Bronx County,County,New York City,City,40.81323,-73.922595,False,ADDRESS,L1AAA,40.813168,-73.922839,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81316774857592,-73.92283916473389,0,0|&center=40.81316774857592,-73.92283916473389&zoom=15&rand=1369572554",10454,N,2686 3rd Avenue,s,suggestion,"Major intersection, dense area.",,,,,,,,Nick,2014-10-29T03:04:06.455209+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267164,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:02:28.441575+00:00,568,POINT (-73.8962750000000028 40.8334929999999972),267152,US,Country,NY,State,Bronx County,County,New York City,City,40.833378,-73.896184,False,ADDRESS,L1AAA,40.833493,-73.896275,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.83349321560354,-73.89627456665039,0,0|&center=40.83349321560354,-73.89627456665039&zoom=15&rand=-208621462",10459,N,1432 Prospect Avenue,s,suggestion,"Major intersection, dense, park nearby.",1,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267152/support,,,,,,Nick,2014-10-29T03:02:28.496427+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267152,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T03:00:39.015284+00:00,568,POINT (-73.8571359999999970 40.8176899999999989),267138,US,Country,NY,State,Bronx County,County,New York City,City,40.817311,-73.856587,False,ADDRESS,L1AAA,40.81769,-73.857136,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.81769047033423,-73.85713577270508,0,0|&center=40.81769047033423,-73.85713577270508&zoom=15&rand=1058540556",10473,N,1930 Randall Avenue,s,suggestion,"Kips Bay Boy's and Girl's Club, a JH school and senior center.",,,,,,,,Nick,2014-10-29T03:00:39.050894+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267138,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T02:59:50.568210+00:00,568,POINT (-73.9930379391000059 40.6214285791999998),267136,US,Country,NY,State,Kings County,County,New York City,City,40.619902,-73.989593,False,ADDRESS,L1AAA,40.619751,-73.989564,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.61975100011982,-73.98956447839737,0,0|&center=40.61975100011982,-73.98956447839737&zoom=15&rand=278194810",11204,N,6322 18th Avenue,s,suggestion,"Along 18th ave there is lots of restaurant, all kinds of banks and different stores. nearby have high school. near the subway (N train).",,,,,,,,yao pan,2014-10-29T02:59:50.614894+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267136,session:058d50118939fb7dc158b917523522c0,True
2014-10-29T02:59:29.460139+00:00,568,POINT (-73.8500329999999963 40.8275870000000012),267131,US,Country,NY,State,Bronx County,County,New York City,City,40.827745,-73.849872,False,ADDRESS,L1AAA,40.827587,-73.850033,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.82758741576832,-73.85003328323364,0,0|&center=40.82758741576832,-73.85003328323364&zoom=15&rand=1147958832",10472,N,1000 Castle Hill Avenue,s,suggestion,"Long walk to the subway, busy area.",,,,,,,,Nick,2014-10-29T02:59:29.496864+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267131,session:e9cb58dfc0ca3954e30a5b512b04615e,True
2014-10-29T02:56:48.700646+00:00,568,POINT (-73.9206290000000052 40.8309810000000013),267117,US,Country,NY,State,Bronx County,County,New York City,City,40.831221,-73.920779,False,ADDRESS,L1AAA,40.830981,-73.920629,0,"http://open.mapquestapi.com/staticmap/v4/getmap?key=Fmjtd|luur2g0bnl,25=o5-9at29u&type=map&size=225,160&pois=purple-1,40.830980778108035,-73.92062902450562,0,0|&center=40.830980778108035,-73.92062902450562&zoom=15&rand=-1468580520",10452,N,159 East 165th Street,s,suggestion,Busy intersection,,,,,,,,Nick,2014-10-29T02:56:48.731700+00:00,http://data.shareabouts.org/api/v2/nycdot/datasets/nycbikeshare/places/267117,session:e9cb58dfc0ca3954e30a5b512b04615e,True
